"","host_response_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","availability_365","number_of_reviews","first_review","last_review","review_scores_rating","calculated_host_listings_count","date_diff"
"131","100%","f",2,"t","Cedarvale Humewood",43.68698,-79.42234,"t","House","Entire home/apt",4,1,2,2,"Real Bed","$140.00","$150.00","$100.00",2,30,365,0,9,"2012-08-01","2015-11-01",98,2,1187
"132","100%","t",4,"f","Woodbine Corridor",43.67741,-79.31079,"t","House","Private room",1,1,1,1,"Real Bed","$27.00","","",1,30,1125,244,14,"2014-06-26","2019-03-03",100,3,1711
"133","100%","t",4,"f","Downtown Toronto",43.65475,-79.37934,"t","Aparthotel","Private room",3,2,1,1,"Real Bed","$305.00","$500.00","$0.00",2,5,365,365,7,"2013-05-18","2018-06-29",97,4,1868
"134","N/A","f",1,"f","Downtown Toronto",43.66883,-79.38365,"f","Apartment","Entire home/apt",5,NA,2,NA,"Real Bed","$201.00","$537.00","",1,360,1125,365,0,"","",NA,1,NA
"135","100%","t",1,"f","Amesbury",43.7063,-79.48768,"t","Apartment","Private room",2,1,1,1,"Real Bed","$55.00","","$20.00",1,1,1125,1,24,"2012-08-13","2018-10-07",94,1,2246
"136","100%","t",1,"t","Fashion District",43.64428,-79.40268,"t","House","Entire home/apt",4,1,1,2,"Real Bed","$189.00","$500.00","$80.00",2,3,180,0,51,"2013-08-07","2019-04-10",98,1,2072
"137","100%","t",3,"t","Downtown Toronto",43.64353,-79.40154,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","$165.00","$2,000.00","$120.00",2,28,300,158,48,"2012-08-11","2019-04-08",99,3,2431
"138","100%","t",1,"t","Fairbank",43.68767,-79.44004,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$107.00","$500.00","$60.00",2,28,365,4,97,"2012-07-21","2018-11-09",97,1,2302
"139","100%","f",32,"f","Downtown Toronto",43.66736,-79.38013,"t","Bed and breakfast","Shared room",2,2,1,1,"Real Bed","$68.00","","",1,3,30,365,1,"2013-12-02","2013-12-02",100,4,0
"140","100%","f",1,"f","Wychwood Park",43.67775,-79.42171,"t","House","Private room",1,1,1,1,"Real Bed","$75.00","","",1,3,1125,219,0,"","",NA,1,NA
"141","100%","f",2,"t","Dovercourt Park",43.66444,-79.42534,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$115.00","$1,000.00","$55.00",2,3,365,146,104,"2012-09-19","2019-04-28",95,2,2412
"142","100%","f",2,"f","Parkwoods",43.75809,-79.31778,"t","House","Entire home/apt",7,2,4,5,"Real Bed","$200.00","$200.00","$210.00",6,120,360,282,1,"2012-07-16","2012-07-16",100,2,0
"143","N/A","f",1,"t","The Annex",43.66697,-79.40509,"t","Apartment","Entire home/apt",2,NA,1,1,"Real Bed","$75.00","","",1,3,30,0,8,"2012-07-13","2017-05-16",97,1,1768
"144","80%","f",15,"f","Garden District",43.65751,-79.37178,"t","House","Private room",1,1,1,1,"Real Bed","$81.00","$0.00","$20.00",1,3,365,23,9,"2012-10-18","2019-04-21",80,15,2376
"145","100%","t",3,"f","Little Portugal",43.64887,-79.43202,"t","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$146.00","$350.00","$90.00",4,2,60,19,96,"2012-07-09","2019-03-25",99,3,2450
"146","N/A","f",1,"t","Wallace Emerson",43.66021,-79.43757,"f","Loft","Entire home/apt",3,2,1,2,"Real Bed","$150.00","$400.00","$100.00",3,2,21,0,6,"2013-07-20","2016-08-28",84,1,1135
"147","100%","t",2,"f","The Junction",43.66585,-79.47556,"t","Guest suite","Entire home/apt",2,1,0,1,"Real Bed","$78.00","$200.00","$50.00",2,5,1125,268,158,"2012-06-24","2019-04-19",97,2,2490
"148","N/A","t",1,"t","Trinity-Bellwoods",43.65264,-79.411,"t","House","Entire home/apt",5,1,3,3,"Real Bed","$226.00","$0.00","$125.00",1,2,1124,1,76,"2012-10-09","2018-08-16",99,1,2137
"149","100%","f",2,"f","Parkwoods",43.75864,-79.31797,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$52.00","$133.00","$75.00",2,4,45,252,35,"2012-09-03","2019-04-13",94,2,2413
"150","100%","f",1,"t","Wallace Emerson",43.65875,-79.44551,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","$136.00","$750.00","$75.00",2,7,1124,309,57,"2012-06-29","2019-01-02",95,1,2378
"151","100%","t",2,"t","Roncesvalles",43.64279,-79.43347,"t","Loft","Entire home/apt",4,1,1,1,"Real Bed","$140.00","$500.00","$85.00",2,2,30,84,42,"2012-08-06","2018-12-29",98,2,2336
"152","N/A","f",1,"f","Niagara",43.64262,-79.40315,"t","Condominium","Shared room",1,1,1,1,"Real Bed","$66.00","","",1,1,3,0,0,"","",NA,1,NA
"153","96%","f",5,"t","Trinity-Bellwoods",43.65248,-79.40885,"t","House","Private room",2,1,1,1,"Real Bed","$55.00","$136.00","$35.00",1,3,60,304,137,"2012-07-15","2019-04-07",94,4,2457
"154","86%","f",1,"t","Palmerston/Little Italy",43.65899,-79.42474,"t","House","Entire home/apt",7,2,4,5,"Real Bed","$295.00","$500.00","$100.00",4,7,1125,323,18,"2012-08-07","2018-08-19",95,1,2203
"155","96%","f",5,"t","Trinity-Bellwoods",43.65038,-79.41019,"t","House","Private room",2,1,1,1,"Real Bed","$55.00","$136.00","$35.00",1,3,90,290,97,"2012-06-18","2019-04-06",93,4,2483
"156","100%","t",3,"t","Harbourfront",43.63931,-79.38174,"t","Condominium","Entire home/apt",5,1,1,2,"Real Bed","$220.00","$500.00","$70.00",2,6,1125,200,132,"2012-07-08","2019-04-08",97,3,2465
"157","80%","f",15,"f","Downtown Toronto",43.66002,-79.37217,"f","House","Private room",3,1,1,1,"Real Bed","$81.00","$0.00","$20.00",1,3,365,54,7,"2013-07-03","2019-03-31",66,15,2097
"158","80%","f",15,"f","Garden District",43.65931,-79.37258,"f","House","Private room",2,3.5,1,2,"Real Bed","$59.00","$0.00","$20.00",1,3,365,9,9,"2012-12-03","2019-04-16",82,15,2325
"159","80%","f",15,"f","Garden District",43.66015,-79.37206,"f","Bed and breakfast","Private room",1,1,1,1,"Real Bed","$55.00","$0.00","$20.00",1,3,365,94,22,"2013-03-07","2019-04-01",82,15,2216
"160","80%","f",15,"f","Downtown Toronto",43.65852,-79.37165,"f","House","Private room",2,3.5,1,1,"Real Bed","$64.00","$0.00","$20.00",1,3,365,40,3,"2013-06-25","2018-11-22",80,15,1976
"161","80%","f",15,"f","Downtown Toronto",43.65796,-79.37146,"f","House","Private room",2,1,1,1,"Real Bed","$64.00","$0.00","$20.00",1,3,365,46,12,"2013-06-01","2018-10-22",75,15,1969
"162","80%","f",15,"f","Garden District",43.65823,-79.37213,"f","House","Private room",2,1,1,2,"Real Bed","$60.00","$0.00","$20.00",1,3,365,36,13,"2012-08-04","2017-02-25",80,15,1666
"163","80%","f",15,"f","Downtown Toronto",43.66004,-79.37175,"f","House","Private room",2,1,1,2,"Real Bed","$60.00","$0.00","$20.00",1,3,365,31,5,"2012-10-28","2018-11-21",60,15,2215
"164","N/A","f",1,"f","Stonegate-Queensway",43.62575,-79.48815,"t","Apartment","Private room",2,3,1,1,"Real Bed","$200.00","","",1,7,1125,365,0,"","",NA,1,NA
"165","92%","f",1,"t","Dufferin Grove",43.65007,-79.42561,"t","House","Private room",2,1,1,1,"Real Bed","$68.00","$126.00","$6.00",2,2,8,297,178,"2012-10-08","2019-04-17",91,1,2382
"166","N/A","f",1,"f","Downtown Toronto",43.64147,-79.39269,"t","Apartment","Entire home/apt",2,1,2,2,"Real Bed","$199.00","$750.00","$0.00",3,3,31,0,11,"2013-09-09","2015-08-16",94,1,706
"167","N/A","f",1,"t","Dufferin Grove",43.66101,-79.42695,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$90.00","$200.00","$100.00",2,2,1125,0,3,"2012-07-30","2017-10-17",100,1,1905
"168","96%","f",5,"t","Trinity-Bellwoods",43.65239,-79.40902,"t","House","Private room",3,1,1,2,"Real Bed","$52.00","$136.00","$35.00",1,3,30,319,171,"2012-07-13","2019-04-11",95,4,2463
"169","N/A","f",1,"t","Palmerston/Little Italy",43.65707,-79.41011,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$99.00","","",2,3,7,0,1,"2013-08-20","2013-08-20",80,1,0
"170","100%","t",1,"t","Greenwood-Coxwell",43.68181,-79.32462,"t","House","Entire home/apt",6,1.5,3,3,"Real Bed","$250.00","$500.00","$200.00",4,3,365,353,25,"2012-09-17","2018-10-04",88,1,2208
"171","100%","f",1,"f","Downtown Toronto",43.66525,-79.38752,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$119.00","$0.00","$15.00",1,2,30,294,38,"2013-04-09","2019-04-30",94,1,2212
"172","100%","f",11,"t","The Danforth",43.68617,-79.29311,"t","Apartment","Entire home/apt",7,1,3,3,"Real Bed","$119.00","$0.00","$79.00",1,3,1125,284,27,"2012-10-29","2018-10-04",87,11,2166
"173","N/A","f",1,"f","Wychwood Park",43.67673,-79.42318,"t","House","Entire home/apt",6,4,2,3,"Real Bed","$350.00","$250.00","$25.00",1,5,25,0,0,"","",NA,1,NA
"174","100%","f",6,"f","Entertainment District",43.64317,-79.38044,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$169.00","$0.00","$50.00",2,1,1825,281,70,"2012-09-01","2019-03-31",97,4,2402
"175","100%","f",1,"f","Downtown Toronto",43.65409,-79.38456,"t","Condominium","Entire home/apt",3,1.5,1,2,"Real Bed","$130.00","$500.00","$50.00",2,6,1125,273,4,"2012-08-20","2018-11-05",100,1,2268
"176","N/A","f",1,"t","Niagara",43.63803,-79.41904,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$130.00","$200.00","$30.00",2,3,30,65,12,"2012-09-03","2018-09-22",96,1,2210
"177","N/A","f",1,"f","Riverdale",43.66096,-79.34763,"t","House","Entire home/apt",3,1.5,2,2,"Real Bed","$115.00","","$40.00",1,7,30,0,7,"2012-10-28","2015-10-06",97,1,1073
"178","100%","t",3,"f","Dufferin Grove",43.65354,-79.43508,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$90.00","$0.00","$40.00",2,2,35,272,171,"2012-08-26","2019-04-20",96,3,2428
"179","N/A","f",1,"f","Woodbine Corridor",43.67666,-79.31322,"t","House","Private room",2,1.5,1,1,"Real Bed","$68.00","$500.00","$30.00",2,4,30,331,39,"2012-09-02","2018-10-02",93,1,2221
"180","80%","f",15,"f","Garden District",43.65759,-79.37072,"t","Guesthouse","Private room",2,3.5,1,1,"Real Bed","$64.00","$0.00","$20.00",1,3,365,59,10,"2013-11-02","2017-03-15",68,15,1229
"181","100%","f",1,"t","Downtown Toronto",43.65335,-79.39001,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$114.00","","$80.00",1,90,1124,247,105,"2012-08-13","2018-04-30",99,1,2086
"182","100%","t",1,"f","Parkwoods",43.75321,-79.33166,"t","Condominium","Private room",1,1,1,1,"Real Bed","$50.00","$150.00","$30.00",1,30,90,186,10,"2012-11-16","2018-11-04",100,1,2179
"183","100%","f",2,"t","Dovercourt Park",43.66271,-79.42506,"t","Apartment","Private room",2,1.5,1,1,"Real Bed","$68.00","$250.00","",2,2,14,0,10,"2012-08-05","2018-08-05",100,2,2191
"184","N/A","f",1,"t","Palmerston/Little Italy",43.65958,-79.41257,"t","Apartment","Entire home/apt",4,1,0,2,"Real Bed","$75.00","$0.00","$20.00",1,1,1125,0,0,"","",NA,1,NA
"185","N/A","f",1,"t","Fashion District",43.64397,-79.40102,"t","Apartment","Shared room",1,1,1,1,"Futon","$39.00","$200.00","$7.00",1,1,1125,264,19,"2012-09-17","2017-08-27",91,1,1805
"186","100%","f",2,"f","Downtown Toronto",43.6704,-79.37574,"t","Apartment","Private room",2,1,1,1,"Real Bed","$55.00","$0.00","$15.00",1,2,1125,169,65,"2017-07-01","2019-04-20",92,2,658
"187","100%","t",3,"f","Cliffside",43.70519,-79.24774,"t","House","Private room",1,1,1,1,"Real Bed","$35.00","$140.00","$50.00",1,5,200,12,19,"2012-09-11","2019-04-30",94,2,2422
"188","N/A","f",1,"f","Broadview North",43.69032,-79.35236,"f","Apartment","Entire home/apt",2,NA,1,NA,"Real Bed","$450.00","","",1,1,1125,0,0,"","",NA,1,NA
"189","100%","t",4,"f","Woodbine Corridor",43.67567,-79.3122,"t","House","Private room",1,1,1,1,"Real Bed","$30.00","","",1,30,1125,227,11,"2014-04-27","2018-11-22",100,3,1670
"190","100%","t",4,"f","Woodbine Corridor",43.67638,-79.3102,"t","House","Private room",1,1,1,1,"Real Bed","$31.00","","",1,28,1125,125,9,"2013-11-25","2017-10-08",98,3,1413
"191","N/A","f",1,"f","Pellam Park",43.67368,-79.46032,"t","Parking Space","Shared room",1,NA,1,NA,"Real Bed","$99.00","","",1,1,1125,0,0,"","",NA,1,NA
"192","100%","t",2,"t","Roncesvalles",43.64372,-79.43283,"t","Loft","Shared room",1,1,1,1,"Couch","$64.00","","$40.00",1,1,7,365,2,"2012-10-22","2013-06-03",100,2,224
"193","N/A","f",1,"t","Parkdale",43.63912,-79.43946,"t","Apartment","Entire home/apt",5,3,3,3,"Real Bed","$95.00","","$60.00",1,4,60,0,10,"2015-07-13","2016-09-26",84,1,441
"194","100%","t",1,"f","Downtown Toronto",43.64271,-79.39244,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$230.00","$200.00","$0.00",1,2,35,348,61,"2014-08-05","2019-04-07",94,1,1706
"195","N/A","f",1,"t","Parkdale",43.63514,-79.42736,"t","Apartment","Entire home/apt",2,1,0,1,"Futon","$64.00","","",1,7,1125,0,3,"2016-09-01","2017-05-20",80,1,261
"196","N/A","f",1,"t","The Junction",43.66203,-79.47818,"t","House","Entire home/apt",3,2,2,2,"Real Bed","$119.00","$500.00","$40.00",3,3,1125,125,5,"2014-09-15","2016-04-27",95,1,590
"197","100%","t",1,"f","Niagara",43.63748,-79.40566,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$140.00","$1,000.00","$55.00",2,2,21,19,54,"2013-09-06","2019-04-28",97,1,2060
"198","100%","f",32,"f","Downtown Toronto",43.66792,-79.37955,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$138.00","$0.00","$38.00",1,7,123,334,0,"","",NA,4,NA
"199","100%","f",1,"t","Morningside",43.78505,-79.20887,"t","House","Entire home/apt",8,1.5,4,5,"Real Bed","$250.00","$500.00","$125.00",1,4,90,270,11,"2013-01-06","2019-04-07",98,1,2282
"200","N/A","f",1,"f","Downtown Toronto",43.65805,-79.39601,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$85.00","$500.00","$50.00",2,4,365,0,29,"2012-08-25","2018-08-10",96,1,2176
"201","N/A","f",1,"t","Downtown Toronto",43.65653,-79.36297,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$50.00","$300.00","",2,2,30,0,0,"","",NA,1,NA
"202","100%","f",11,"t","The Danforth",43.68524,-79.2911,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$56.00","$0.00","$45.00",2,3,1125,143,40,"2013-06-18","2018-11-30",90,11,1991
"203","100%","t",1,"f","The Annex",43.67038,-79.40463,"t","House","Entire home/apt",2,1,1,1,"Real Bed","$98.00","","$20.00",1,2,1125,251,399,"2012-10-08","2019-04-13",93,1,2378
"204","N/A","f",1,"f","Downtown Toronto",43.66675,-79.37549,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$226.00","$500.00","$80.00",1,7,150,358,0,"","",NA,1,NA
"205","100%","t",1,"f","Davisville",43.7024,-79.39664,"t","House","Private room",1,1,1,1,"Real Bed","$64.00","","",1,3,60,151,85,"2012-12-16","2019-03-31",96,1,2296
"206","100%","f",5,"t","Palmerston/Little Italy",43.65806,-79.41356,"t","House","Private room",2,2,1,1,"Real Bed","$35.00","$500.00","$37.00",1,1,365,133,137,"2013-10-09","2019-04-01",95,5,2000
"207","80%","f",2,"f","Rosedale",43.68356,-79.38267,"t","House","Private room",1,1,1,1,"Real Bed","$64.00","$200.00","",1,1,1125,319,12,"2012-09-14","2018-09-30",95,2,2207
"208","100%","f",1,"f","Downtown Toronto",43.65047,-79.39239,"t","Condominium","Private room",2,1,1,2,"Real Bed","$93.00","$250.00","$40.00",1,1,31,76,217,"2012-09-09","2019-04-09",97,1,2403
"209","100%","f",3,"f","Humbermede",43.74975,-79.54777,"t","Townhouse","Private room",1,3,1,1,"Real Bed","$38.00","","",1,1,21,356,134,"2012-10-11","2019-04-25",97,3,2387
"210","100%","f",3,"f","Humbermede",43.74979,-79.54896,"t","House","Private room",2,1,1,1,"Real Bed","$46.00","","",1,1,60,359,51,"2012-11-24","2019-03-24",95,3,2311
"211","N/A","f",1,"t","High Park North",43.65848,-79.45408,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","$99.00","$0.00","$40.00",1,5,31,0,15,"2013-05-22","2018-07-31",100,1,1896
"212","100%","f",5,"t","Roncesvalles",43.65369,-79.45178,"f","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$230.00","$300.00","$125.00",4,2,365,302,16,"2012-10-09","2018-03-20",91,5,1988
"213","100%","f",5,"t","Roncesvalles",43.65541,-79.45327,"f","House","Entire home/apt",7,1,3,4,"Real Bed","$325.00","$300.00","$175.00",7,2,730,274,18,"2014-01-13","2019-04-12",98,5,1915
"214","100%","f",5,"t","Roncesvalles",43.65541,-79.45289,"f","House","Entire home/apt",5,1,2,3,"Real Bed","$285.00","$296.00","$173.00",5,2,1125,274,4,"2013-04-05","2019-04-20",85,5,2206
"215","N/A","f",1,"t","Saint Lawrence",43.64827,-79.36607,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$145.00","","",1,2,1125,146,3,"2012-10-09","2012-11-25",100,1,47
"216","100%","f",3,"t","Long Branch",43.59771,-79.5248,"t","Townhouse","Private room",2,0,1,1,"Real Bed","$46.00","$150.00","$30.00",1,2,30,0,52,"2012-09-28","2018-09-30",93,3,2193
"217","87%","f",75,"t","Henry Farm",43.76686,-79.38285,"t","Apartment","Entire home/apt",3,2,1,2,"Real Bed","$169.00","$500.00","",4,28,730,83,4,"2015-06-15","2018-10-08",70,75,1211
"218","100%","f",2,"t","Downtown Toronto",43.64446,-79.40268,"t","House","Entire home/apt",3,1,2,2,"Real Bed","$189.00","$800.00","$75.00",1,3,265,0,41,"2012-11-18","2018-10-29",99,1,2171
"219","100%","f",3,"t","Long Branch",43.59743,-79.52484,"t","Townhouse","Private room",2,1,1,1,"Real Bed","$40.00","$150.00","$30.00",1,2,30,347,103,"2012-10-09","2018-12-31",95,3,2274
"220","96%","f",5,"t","Trinity-Bellwoods",43.65098,-79.41023,"t","House","Private room",5,1,1,4,"Real Bed","$52.00","$136.00","$35.00",1,7,65,327,110,"2012-11-24","2019-01-06",94,4,2234
"221","87%","f",75,"t","Niagara",43.63752,-79.41382,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$169.00","$500.00","",4,28,730,43,13,"2014-01-02","2018-10-04",89,75,1736
"222","N/A","f",1,"f","Roncesvalles",43.64111,-79.44661,"t","House","Entire home/apt",6,2,4,4,"Real Bed","$270.00","","$200.00",6,4,28,217,9,"2013-08-04","2018-07-22",100,1,1813
"223","100%","f",3,"t","Leaside",43.71445,-79.36336,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$98.00","$0.00","$0.00",1,2,31,304,135,"2014-02-23","2019-05-05",98,1,1897
"224","25%","f",1,"t","Downtown Toronto",43.64015,-79.39331,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00","$250.00","$0.00",1,90,500,125,19,"2015-03-20","2016-09-11",94,1,541
"225","100%","f",1,"t","Wallace Emerson",43.66107,-79.44292,"t","Apartment","Entire home/apt",2,1,1,1,"Futon","$134.00","","",1,2,2,364,13,"2012-11-25","2018-03-29",93,1,1950
"226","100%","f",5,"t","Roncesvalles",43.65394,-79.45248,"t","House","Entire home/apt",4,1,2,3,"Real Bed","$205.00","$300.00","$150.00",4,3,1125,266,9,"2013-04-10","2018-03-08",85,5,1793
"227","100%","t",6,"t","Downtown Toronto",43.65258,-79.38203,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$168.00","$600.00","$135.00",1,30,1125,187,7,"2018-08-04","2019-03-02",100,6,210
"228","100%","t",3,"t","Downtown Toronto",43.66389,-79.3705,"t","House","Private room",1,1,1,1,"Real Bed","$75.00","","$50.00",1,3,90,96,40,"2013-07-05","2019-05-01",98,3,2126
"229","100%","t",1,"t","Garden District",43.6598,-79.37992,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$191.00","$250.00","$75.00",1,4,1125,104,71,"2012-11-11","2019-04-20",97,1,2351
"230","100%","f",1,"t","Downtown Toronto",43.63757,-79.39253,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$93.00","$1,000.00","$75.00",2,180,365,1,6,"2014-04-18","2017-06-03",80,1,1142
"231","100%","t",2,"t","Davisville",43.70541,-79.39508,"t","Apartment","Entire home/apt",3,1,0,2,"Real Bed","$75.00","","$0.00",1,5,365,57,38,"2012-12-30","2019-03-16",96,2,2267
"232","N/A","f",1,"t","Downtown Toronto",43.65018,-79.36801,"t","Apartment","Entire home/apt",1,2,2,1,"Real Bed","$140.00","","",1,6,60,0,0,"","",NA,1,NA
"233","N/A","f",1,"f","The Danforth",43.68086,-79.30945,"t","Bungalow","Entire home/apt",7,2,3,4,"Real Bed","$340.00","$500.00","$100.00",6,3,60,217,23,"2013-06-04","2018-07-30",99,1,1882
"234","100%","f",3,"f","Downtown Toronto",43.65649,-79.3715,"t","Apartment","Entire home/apt",2,NA,1,1,"Real Bed","$75.00","$0.00","$100.00",1,30,1124,225,22,"2013-05-02","2019-05-04",89,3,2193
"235","100%","f",1,"f","Roncesvalles",43.65394,-79.44922,"t","Loft","Entire home/apt",1,NA,1,1,"Real Bed","$130.00","$660.00","$66.00",1,14,1125,363,1,"2016-09-01","2016-09-01",100,1,0
"236","100%","t",2,"f","Palmerston/Little Italy",43.66237,-79.41412,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00","$500.00","$90.00",2,3,45,145,27,"2017-05-12","2019-04-20",99,2,708
"237","100%","t",1,"t","Don Valley Village",43.77563,-79.34923,"t","Apartment","Private room",2,1,1,1,"Real Bed","$68.00","","",2,3,1125,354,67,"2013-01-28","2019-04-03",97,1,2256
"238","87%","f",75,"t","Downtown Toronto",43.64046,-79.39496,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$149.00","$500.00","",1,12,730,53,9,"2015-09-03","2019-04-07",87,75,1312
"239","100%","f",2,"f","Rosedale",43.67687,-79.38436,"t","House","Entire home/apt",6,3,4,4,"Real Bed","$400.00","$1,500.00","$400.00",1,5,1125,18,0,"","",NA,2,NA
"240","100%","t",2,"t","The Junction",43.666,-79.46477,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$114.00","$1,000.00","$100.00",2,360,1125,278,61,"2012-12-23","2018-08-07",95,2,2053
"241","N/A","f",1,"f","Roncesvalles",43.64503,-79.45254,"t","Apartment","Entire home/apt",2,NA,1,1,"Real Bed","$81.00","$750.00","",1,14,160,0,1,"2013-03-01","2013-03-01",100,1,0
"242","100%","t",1,"t","The Junction",43.66528,-79.47276,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$150.00","$750.00","$75.00",2,2,1125,179,45,"2018-01-01","2019-04-25",96,1,479
"243","87%","f",75,"t","Downtown Toronto",43.64044,-79.39541,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$149.00","$500.00","",1,5,730,9,13,"2013-11-12","2018-05-22",78,75,1652
"244","100%","t",2,"f","Downtown Toronto",43.66455,-79.38533,"t","Condominium","Private room",2,1,1,1,"Real Bed","$115.00","$0.00","$0.00",2,1,14,233,133,"2013-06-18","2019-05-01",99,2,2143
"245","N/A","f",1,"t","Downtown Toronto",43.64071,-79.39318,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$130.00","","",1,2,30,0,4,"2015-07-06","2015-08-16",85,1,41
